% Training set for NPO SNS Study, September 2015
% Title: NPO tweets / posts training set
% Codes formatted as nominal, numeric values.
% URLs stripped and replaced with binary feature
%
@relation NPO_message_collapse_class

@attribute tweet_text string
@attribute url {0,1}
@attribute category {1,2,3,4,5}

@data
"We started celebrating Father’s Day early with our Day with Dad event at the Chicago White Sox game last weekend with our Young Fathers Program! View more on this special event made possible by U.S. Cellular!",1,3
"Charity4LIFE Picture of the Week - Visit to Haiti to drop off Care Packages at Delmas 48 Orphanage",0,3
"Bring your big gears! We've got sprinting coming up tomorrow! See everyone at 9am for registration, 10am racing",1,2
"Last Day of Computer Class Session 4!",0,2
"Are you interested in doing more for TLP? We are always looking for volunteers to help in any number of ways - tutoring, teaching a class, gardening, cooking, answering the phones, or planning an event are just a few ways you can help. To download the application and sign up for our July 13th orientation visit",1,1
"Save a life at PAWS Chicago’s 36-hour Spring Adopt-a-Thon! Hundreds of cats, dogs, kittens and puppies in need of warm, loving homes will be available for adoption at this life-saving event which kicks off at 11:00 a.m. on Friday, June 21 and continues through Saturday, June 21 at 11:00 p.m. Join us and give these loving pets a second chance at life! PAWS Chicago’s Adoption Center is located at 1997 N. Clybourn Avenue in Chicago. To see some of the animals who will be featured during the event, please visit . Click through the photos to see more of the adorable pets looking for their forever homes",1,2
"Congrats!",0,3
":)",0,3
"Thinking about buying your first home? Join the Rogers Park Community Development Corporation and Devon Bank for their First Time Home Buyers Class!",0,2
"a BIG Thank you to my LVEJO Family for a Kick ass Sabbatical Send Off!!!!",0,3
"Happy Birthday to America's Army - turning 238 years old today!",0,3
"Social Security issues new policy on gender marker changes",1,3
"Senator Mark Kirk: Illinois Expects a \YES\ on S.744! Contact Senator Kirk TODAY and Tell Him to Support Immigration Reform Bill S.744! >>",1,1
"Knowing where each baby starts out could shape a range of intervention and prevention strategies to make sure more babies have a better chance at a happy and healthy life.",0,3
"Don't forget Dad this Sunday. Celebrate him with a gift from Heartland Alliance! www.heartlandalliance.org/gift",0,2
"HEALTH TIP OF THE WEEK: Get Stronger with Protein-Rich Foods:",1,3
"Stop breaking families!!!! Immigration reform now!!!!",0,3
"Get connected! Are you a parent, teacher or caregiver interested in applying Smart Love? This is the discussion board for you.!",0,1
"Next Friday, June 21, dusk, at Independence. Movies in the Park are baaaack!",0,2
"Here's to family equality. Brent and his staff presented at last year's Opening Minds Conference and was well received. Let's 'show the love' for the family equality council and give a thumbs up to Pride month!",0,4
"Tomorrow in Old Portage Park. Pick up the garage sale map at Faith Church, 5051 W. Belle Plaine. Then mosey over to 6 Corners BBQ Fest for food, drinks & entertainment.",0,2
"Our most recent Crisis Connections Trend Report reveals some difficult facts about the status of the youth contacting National Runaway Safeline.",0,3
"\To get the most success out of life have no agenda other than to give whatever you can in the present moment. A smile, a laugh, a quarter, a helping hand, an introduction or just your listening ear is more powerful than you can imagine. Beneath every gift is the knowing that the Universe is abundant and that you lose nothing by giving away what you have. Others will feel comfortable in your presence and all good things will find you - WITHOUT seeking them.\ -Jackson Kiddard",0,3
"FRIDAY FAVORITES: What is YOUR favorite song that gets YOU pumped up before competitions and practices?!...We like the Harlem Shake....can't you tell?! CLICK HERE:",1,2
"It's Monday & #AskPastorCorey is back on @Inspiration1390. Remember we gang up on the problem and not each other. Tune in at 2!",0,3
"Tomorrow, from 10am to 6pm, is our monthly Money Action Day in the office. We'll be helping with current year tax returns, prior-year tax returns, problems with the IRS and financial coaching.",1,2
"Christopher House students had a great day selling lemonade on city-wide Lemonade Day on Saturday. Did you get to stop by and try some of our delicious lemonade?",0,1
"Eric Cooper, CEO of San Antonio Food Bank speaks about the Feeding America study, Map the Meal Gap which was released today. His food bank serves Zavala County where nearly 1 in 2 kids struggle with hunger (thanks ConAgra Foods, Inc. for sponsoring child portion of the study)",1,2
"Media interview children of the Boys & Girls Club of San Antonio Calderon Branch after the release of the Feeding America study, Map the Meal Gap which shows hunger in every U.S. community.",1,3
"CEO Bob Aiken speaks to press about Map the Meal Gap research study which shows hunger at a local level. The Feeding America study was released today.",1,3
"Should you check up on your thirteen-year-old’s party plans?",0,3
"Celebrate Father's Day with the 49th ward alderman, Joe Moore,   in the 5th Annual 49TH WARD COMMUNITY BICYCLE RIDE.  The event kicks off Sunday, June 16th, 7:30 a.m., at the 49th Ward Service Office, 7356 N. Greenview (at Jarvis). In Rogers Park, one mile north and one mile east of Indo-American Center.After enjoying a light breakfast snack compliments of 7-Eleven, Joe Moore, Alderman of Chicago's 49th Ward will lead an hour-long bicycle tour of the 49th Ward. HAPPY BIKING!",0,2
"APPLY NOW!",1,3
"If our American way of life fails the child, it fails us all.  ~Pearl S. Buck",0,1
"\THIS IS WHAT THEATER OUGHT TO BE!\ (Catapult Magazine) \A TRUE MARVEL...THEATRICAL MAGIC...ASTONISHING!\ (Chicago Sun-Times)...Don't miss you chance to see 'I Will Kiss These Walls'...must close June 30!",1,2
"We welcome @HillaryClinton to Twitter!",0,5
"\Peace is its own reward.\ - Mahatma Gandhi",0,1
"Last chance to win WHERE IT ALL BEGAN, the new CD of Broadway standards from Glee's MATTHEW MORRISON. Send an email with \MATTHEW\ in the subject line today for a chance to win this great prize from Windy City Media Group.",0,2
"Give the Gift that Gives Twice for Father's Day!",1,2
"Summer Camp Spots are filling up! Register TODAY! Don't need the whole summer? Weekly Rates are still available!",1,2
"2020 VISION: Remembering Wilson's League of Nations",0,3
"Thank You to all those who helped make Movies at the Tri-Field a successful event. From Alex Calatayud to the Parent Committee to the guests... THANK YOU. (What movie would you like to be played next?)",0,4
"TEENS: There's still a few spots left in out After School Matters program Tejer y Poder! Learn to knit or crochet, design your own projects, meet cool new peeps and get paid! Sign up today at www.afterschoolmatters.org. Questions? 312-226-7767",0,2
"For charitable donation queries, contact us in writing, as follows: THE GILLARD INSTITUTE, INC., In care of Charity Giving Division, P.O. Box 805993, Chicago, IL 60680-4121 (USA). We thank you!",0,1
"Proud to welcome the ISAVE Foundation, Welcome Home Celebration & Warrior Summit back to the Valor Games Midwest:",1,2
"If you didn't already know, Hamburger Mary's does bingo nights with proceeds benefiting a different charity each week, and TONIGHT IS OUR NIGHT! Join us for HamBINGO!We'll be there: 8PM downstairs in the dining room of Hamburger Mary's. With Velicity Metropolis calling the balls, you know this ain't your church bingo!",1,2
"Thank you to everyone who came out and enjoyed the beautiful spring day at PAWS Chicago’s Zoetis Run for Their Lives yesterday! More than 5,000 animal lovers – and 2,500 pups –  supported PAWS Chicago by participating in either the 8K run or 4K walk which raised money for homeless pets.To get a glimpse of the event and learn how PAWS Chicago uses funds raised from events like this to save more lives, please click here to see the ABC 7 Chicago footage:  and be sure to like ABC 7 Chicago on Facebook! You can also see some great event photos from the Chicago Tribune here:  race results, please visit  PAWS Chicago would like to thank Jordan and Brotha Fred's Neighborhood, 1035 KISS FM’s morning and afternoon radio hosts, and Alison Victoria, host of “Kitchen Crashers,” for being their year’s special guests of honor. We would also like to thank the 2013 Run for Their Lives committee as well as our co-chairs, Pat Spratt-Bauer and Robert Kabakoff, for all of their hard work.Thanks also goes out to our wonderful volunteers and the following sponsors who made this life-saving event possible! Title Sponsor – ZoetisPresenting Sponsor – Purina PRO PLANSponsors* The Lisa Foundation* Commonwealth Edison* Unleashed by Petco* Hinsdale Pet Memorial Services* Jones Lang LaSalle*  VCA Animal Hospitals*  Massage Envy* Barefoot Wine & Bubbly * Blum Animal Hospital* Tucker Pup's Dog Activity Center* RHK Consulting* Duke Animal Hospital* Live to Support* Dogaholics Lakeview* Promopaw* Chicago Veterinary Emergency & Specialty CenterSpecial Thanks to:* Pepsico brands including: Gatorade, Quaker, Tropicana, Propel, Frito Lay* Midwest Foods * Qdoba Chicago* Cermak Grocers",1,4
"On this Merit Badge Monday, we look at the Safety merit badge. What is something important you learned while earning this merit badge? Details:",1,3
"And the hard copies are in! A big thank you to Make It Better and Ben Harper for your continuing support of social justice and LIFT. We are so proud to have you LIFTing with us!",0,4
"2020 VISION: Violence Against Women MATTER!",0,3
"PWB / MLB / LLB Schedules have been refreshed. Please look over closely we made a few field changes.",1,3
"Check out this photo from our 1st Women's Wine & Art event over the weekend! Thanks to Sapphic Adventures and artist, Sherri Rush  for bringing this fantastic program for women to Center on Halsted! Check our website for more upcoming programs like this!",0,4
"St. Vincent's welcomes a group of volunteers from the Center for Student Missions this week! Welcome and thank you for your service!",0,4
"Chicago News Magazine covered our DC event. Reporter Ho Chul Lee went to DC with KRCC. Thank  you reporter Lee and producer Park for producing the great piece.",0,3
"“Research by [England’s] Child Exploitation and Online Protection Centre has suggested that more than half of those who view child abuse images go on to commit abuse themselves.” Kudos to Prime Minister Cameron for calling on web companies to crack down on internet child pornography. We applaud the Illinois Internet Crimes Against Children Task Force for addressing this important safety issue locally every day!",0,4
"NAKASEC is hiring!!!",1,3
"Room 1 at Marillac went outside on the playground this morning. The kids explored nature, finding some pine cones to examine, as well as interacted with the other classrooms.",0,2
"Mitzi our mentor from the Philippines \That moment when we become inspired and motivated to build our own pfp club at cebu :)\. They are preparing their upcoming play session on June 12 (Independence Day of the Philippines) at Argao, Cebu with John Guarrine and other PFP mentors and trainers!",0,2
"Family Sports Festival week is here! Join us this Saturday at Seward Park to get your summer off to an active start! All of Chicago's pro sports teams and more than 25 different sport activities will be available for you to try!",1,2
"A tribute to every person unique gift...",0,3
"Check out our website, www.streetwise.org where you can read last week's issue featuring the Blackhawks! GO BLACKHAWKS! =)",1,3
"Gender in/equality takes many forms, and one step in balancing the power inequity in our society is to pass the Paycheck Fairness Act.  Watch this video and then TAKE ACTION!",0,1
"2 Intern Offers Announced: One 13-week and one 7-week positions. Help us raise an additional $1200 to extend our 7-week to a full 13.",1,1
"Purchase your tickets today for the TLP Auxiliary Board's 5th annual \TLP on Tap\ fundraising event on Thursday, June 27th, 6-8pm at Benchmark! Visit www.events.org/TLPonTap. Tickets are $45 and include 2 hours of drinks, food, and fun. All proceeds benefit TLP and Chicago's youth who are homeless.",0,2
"It's Zumba Monday! See you tonight at 6:30 p.m. We are located at 10958 S. Halsted St. Bring a friend, coworker, or family member to be your workout buddy while you party your way into shape.",0,2
"Angela Ahrendts, Burberry CEO, Is First Woman To Become The Highest-Paid Executive In Britain",1,3
"Newly released food insecurity data shows 860,670 people in Cook County are unsure where their next meal will come from.",0,3
"What are you doing to stop the violence! It's happening all over this country...make your voices heard!",0,1
"Do you want your legislators to know about- and experience- the potential for healthy, tasty food in school lunch?  Invite them to try the best of students' culinary creations- taking place tomorrow- from Healthy Schools Campaign's Cooking Up Change competition!         From The Lunch Tray:",0,1
"Not too late to fundraise for, or to sign up to participate in the Hunger Walk, Saturday June 29th at 8:30! Your participation can help us to provide food for our Tuesday Night neighbors for a whole year. Feeding 300+ people every week has never been easier!Click the link for registration forms, our fundraising page, and other information! Can't wait to see you there.",0,2
"Socialize, sip and mingle at the Lynn Sage Cancer Research Foundation’s 4th Annual Summer Cocktail Party at Studio Paris! This spectacular event will be held on July 11th from 6:30PM to 9:30PM.Tickets are $75 in advance and $80 at the door. Order yours today:",1,2
"The press conference to release Feeding America's Map the Meal Gap research study started with this video about Mary & her family who are struggling with hunger but are being helped by the San Antonio Food Bank.",1,3
"Voting is officially OPEN for the Carry the Torch at AAU Volleyball Nationals video Contest! Make sure ALL of your friends go in and vote for the best cheer video! Voting Closes FRIDAY! CLICK HERE to vote!--->  YOU choose the winner, make YOUR voice heard!LIKE if you think all of our teams did an awesome job!",1,1
"Neato!",0,3
"\I believe in the Chicago Lawyers' Committee because the importance of actively ensuring that full legal protections are afforded to all communities cannot be overstated.\ - Adira Levine, CLC Intern",0,2
"Should be a great show tonight.  Glen Hansard with members of his band The Frames and Lisa Hannigan. Show starts at 6:30pm and goes for 3 hours.",0,2
"Night of Champions 2013 at Carnivale is just 3 days away!",1,2
"Please help spread the word about our upcoming Golf Tournament in July.  Share this post and/or join the page!Thanks!",0,2
"It's beginning to look a lot like Bike Week! Just a smattering of the many bikes at our building today.",0,2
"On Friday, June 7, Catholic Charities' St. Vincent Hall was transformed into a gallery show for photographers in our \After Supper Visions\ program that gives disposable cameras to supper guests to capture their point of view on film. Sales of their prints provide needed income to the artists, as well as recognition of their skills and talents. For more information and to purchase prints  or notecards online, please visit:  www.aftersuppervisions.com",0,2
"Book's co-author talks about transgender former Navy SEAL",1,3
"ROTY updates posted!",0,3
"Join PAWS Chicago and 101.9 THE MIX Chicago tomorrow, June 11, at Subaru of America, Inc.'s ‘Love A Pet’ adoption event in North Aurora featuring homeless dogs who are in search of their forever homes. While there, you can spin the wheel for a chance to win some great prizes from The MIX. Also, when you test drive any Subaru, a $25 donation will be made to local pet shelters and rescues, including PAWS Chicago, up to $10,000. Be sure to say that your donation should be designated for PAWS Chicago! Lisa Allen from The MIX will be hosting the event so be sure to stop by for your chance to save a life. Click through the photos to see the adorable dogs who will be available for adoption at the event. Gerald Subaru North Aurora – 213 Hansen Blvd, North Aurora4 – 6pmFor more information, please visit the ‘Available Dogs’ page at www.pawschicago.org.",0,2
"Hillary Clinton to headline Chicago House event",1,3
"What a wonderful weekend. Thanks to Chicago Spirit Brigade and everyone who turned out to support Care for Real at Midsommerfest. Great to meet so many of you who help our cause!",0,4
"Our first vacationers are setting out today! They'll spend the next few days having fun and making memories. What is your favorite vacation memory?",0,1
"Take a look at a recent profile of Inspiration Corporation on WYCC's \In the Loop\. Hear from staff and volunteers and see the organization in action, all starting at 26:00 of this video clip. Thank you WYCC!",1,3
"Help Hyde Park Neighborhood Club every time you shop:",1,1
"Daily Inspiration:",0,1
"On Saturday, June 8 at midnight, the starting flag dropped on the free Bike Commuter Challenge program, the best way to participate in Chicago Bike to Work Week. Have you signed up yet?The Challenge, held every year during Chicago Bike to Work …",0,3
"In case you missed it yesterday, JASC leader Carolynn had a great Letter to the Editor published in the Sunday Chicago Sun-Times. Carolynn highlighted why retirement security should be strengthened, and that we need prosperity, NOT austerity!",0,3
"National transgender professionals group launches",1,3
"Service Unit 710's bridging ceremony was recently featured on Trib Local. They held a ceremony for 323 New Lenox Girl Scouts!How did you and your Girl Scouts celebrate bridging from one level to the next?",0,1
"Wake Up & Turn Your Fresh On!G O O D M O R N I N G !",0,5
"It was a beautiful day at Run Home Chicago! Thank you so much to everyone that came out to run with the LPCS Team. It is not too late to make a donation on behalf of the team or a runner, just enter their name in the memo field here:",1,1
"Bad fallout after gay marriage fall -Sun-Times columnist Laura Washington  via @suntimes ...",1,3
"Country life recalls iron supplements for lack of child resistant packaging.",0,3
"What an awesome start to our festival season! CSB stars really sparkled and shined! If you missed seeing us at Midsommarfest or just cannot get enough of CSB, be sure to check out our next performance at Pridefest!!!",0,2
"A weekend full of fun, challenge, bonding, and lots of learning.  Our interns this year pushed themselves through fear of water and heights.  Well done!",0,4
"One week left to apply for the Goldie's Place Associate Board. Learn more & apply today!",1,3
"Did you watch the Tony Awards last night? What'd you think?Congratulations to the cast and crew of \Kinky Boots\ and crews of all the shows nominated -- and a big kudos to the IATSE members who helped put the awards together!Ph: CBS News",0,3
"As Always...Stay Safe!",0,3
"Reminder:  it's tonight!  Annual OIPA Ice Cream Social, Monday, June 10, 6:30 PM.",0,2
"Focus on what you want. Focus on what you love. Focus on what makes you smile. Focus on what makes you happy. All Things Positivity",0,1
"Today the Legacy Project celebrates the life of Alexander III of Macedonia, better known as Alexander the Great – who, by age 30 he had created one of the largest empires in the ancient world and was undefeated in battle – who died in Babylon at age 32 of a mysterious illness on June 10, 323 B.C. just 8 months after the death of his lover, General Hephaestion.",1,3
"Celebrate dads & grads with Heartland Alliance! www.heartlandalliance.org/gifts",0,1
"“Whenever you are confronted with an opponent. Conquer him with love.” ―Mahatma Gandhi",0,1
"ReSolution Firehouse 3-way Meeting. Thurs at 6:30p at FGC. All are welcome and encouraged to come. More info at:",1,2
"Hit the Links with Variety!",0,2
"“The more you become aware of and respond to the needs of others, the richer your own life becomes.” ―Mollie Marti",0,1
"Questions from the latest Standards Q&A column are now posted. Learn about off-site health records storage, standards documentation and more.",0,3
"Today the Legacy Project salutes the life and talents of film  director Rainer Werner Fassbinder (The Marriage of Maria Braun, Querelle, Veronica Voss, Lola, Lili Marleen) - the prolific “enfant terrible” of 1970s film whose awards include Germany’s Golden Bear and is considered most representative of the New German Cinema - died on june 10, 1982 at age 37 of a myocardial infarction in Munich, Germany.",1,3
"Today the Legacy Project celebrates the life and contribution of poet, journalist, and playwright Angelina Weld Grimke - part of the Harlem Renaissance - who died on June 10, 1958 in New York City.",1,3
"Today the Legacy Project celebrates the life and accomplishments of German/Hungarian lesbian writer Christa Winsloe who was shot to death on May 10, 1944 near Cluny, France.",1,3
"Pull into one of our Bike Pit Stops today featuring Clif Bar and Dark Matter Coffee at Village Cycle Center in Old Town and the Roosevelt Collection lofts in South Loop!  Plus many more events going on this first weekday of Bike to Work Week! Check out the full schedule here!",1,2
"It's Chicago Bike Week!  Free spin classes at Cloud Gate today through Wednesday at 6:30am and 7:30am!  Come on down!",0,2
"Chris Fossick, Suphin Mechuchep and Todd Lauchlan outside the MICC in Nay Pyi Taw, after a very busy few days. You can read the final blogs now on 'Notes from Myanmar'",1,3
"Thankyou CAFC for a great Scrimmage this past Saturday at Warren Park. Next Saturday, we'll do the same.",0,4
"U10G pose after their great comeback win over Euro 6-5!!!!",0,2
"Defense wins the BIG games!",0,3
"Congrats to Billy Porter on his Tony Award. See our Windy City Times interview with him from when the show was in Chicago: Kinky Boots star Billy Porter talks Whitney, reality TV",1,3
"Join us TOMORROW MORNING to help us end gun violence in Champaign, Illinois:Champaign County Community Members will stand together to assist in ending the gun violence NOW!If you are available, we are asking you to stand as Champaign County Community Members to CEASE FIRE NOW! No more bloodshed NOW! on Monday, June 10, 2013 at 10:30am in the Champaign City Council Chambers, 102 N. Neil St., Champaign. We want to stop any further bloodshed and will exhaust every available option to achieve this goal. AGAIN: Tomorrow, Monday, June 10 at 10:30am – there will be a press conference in the Champaign City Council Chambers and we need you to stand with other Champaign County Community Members so that no one else is injured, no one dies.Please share with others with others!---Nicole",0,2
"If your friend has been hospitalized for a mood disorder, offering to help with daily chores, child and pet care, and other daily tasks is a great way to help!",0,3
"Oh yes. 5am and still rocking out at the Romanian Jeff awards",0,3
"Join me in Prayer EVERY NIGHT at 9pm until June 14th, via conference call Dial 218-339-2626 code 966408!",0,2
"Tomorrow night, enjoy two hours of free music in Millennium Park with Glen Hansard, bandmates from The Frames and Lisa Hannigan.  Music starts at 6:30pm at the Pritzker Pavilion.",0,2
"Tomorrow! Feeding America will release the new Map the Meal Gap which will break down these numbers to the county level! Check back after noon!",1,2
"You can drop items off at New Beginnings Church right now to donate to Oklahoma victims. 66th & King. Water, non-perishable food, etc",0,1
"A video promo for gay writer David Rakoff's Final Book. Rakoff, an essayist popular on This American Life, died last year:  via @youtube",1,3
"Run Home Chicago Marathon w/Dr. Ian Smith",0,3
"Run Home Chicago Marathon w/Steve Harvey",0,3
"Avondale in Our Urban Times!",0,3
"Good day,Please help send 55 youths to Medieval Times Dinner and Tournament free of charge. No donation is too small or large. We hope that we can count on you for your support!",0,1
"Make sure you pick up a copy of the Chicago Sun-Times today -- JASC leader Carolynn has a Letter to the Editor published!  Carolynn wrote about the need to protect and strengthen programs like Social Security, Medicare, and Medicaid, b/c we need prosperity, NOT austerity!",0,1
"Heat or Spurs?",0,1
"\During his 22 years on the nation's highest court, Thomas has been called a self-loathing 'Uncle Thomas.' His impact, though, cannot be ignored. His judicial opinions have transformed America. And no other contemporary Supreme Court justice has spoken with such raw emotion about race or has embodied the subject's complexities.",0,3
"Need help with the Elevator Pitch Plus Contest | Snipitch",1,1
"It's 7 days left until Father's Day. Please check in all week for great ideas for presents and fun facts about Dads.",0,1
"Feeling overwhelmed?  Just BREATHE!",1,3
"CCS is proud to be a member of NVCN!  Check out their latest news.... NVCN September News",1,2
"I posted a new photo to Facebook",1,3
"...",1,3
"Announcing the 2013 Winning T-Shirt Design #constantcontact",1,4
"Feeling overwhelmed? Just BREATHE.",1,1
"So why not start today!",1,1
"Looking forward to a month's worth of The People's Cook in Chicago - #urbanfood ",1,2
"Buy your Booklets!  #exclusivecouponsavings",1,1
"Join our #CircleofFriends and help support our mission of helping #seniors in #Chicago!   #thankyou",1,1
"@vacareers We'll have job resources for #veterans and #military in #Chi Sept 28 here: . Pls share!",1,2
"Join us this Friday afternoon for golf, dinner, and great company! Register for our Golf Outing Event by...",1,2
"RT @MaribelLafuente: Here we have #Zero #Tolerance for #ViolenceAgainstWomen &amp; #ChildAbuse. Join us and Share/RT! &lt;3",1,1
"Sending thoughts and prayers 4 everyone affected by the #NavyYardShooting",0,3
"Just in time for the upcoming holidays, ZOE introduces Gifts that Help. These gifts go further than a shelf or...",1,1
"Join us this Friday for a fun Golf Outing! To register or more info, visit our EVENTS page at !",1,2
"What?! Only 3 days left to sign up to preregister for @AIDSRunWalkChgo already have plans...make a donation",1,1
"RT @AIDSRunWalkChgo: The Final Countdown! 3 days left to register for @AIDSRUNWALKCHICAGO: ",1,2
"RT @nprnews: Homeless Man With 'Great Heart' Finds $42,000, Turns It In",1,3
"@McCormick_Fdn We'd love a chance to meet and hear your thoughts. More on our vets project @",1,2
"Pilot Light Chefs Block Party - Support a good cause and eat delicious food...   #deliciousdonations",1,2
"Dr. Magary teaching on prayer. Full house tonight!",1,2
"Did you know that Chicago is a leader in creative ideas?",1,3
"Check out these new luxury rental units in the City that just got listed!  Contact Mary Ann Grannis at...",1,2
"We're watching #Ethiopian-Canadian artist @thewknd perform on Jimmy Kimmel!",0,3
"Weekender is here! Dr. Magary from Trinity Evangelical Divinity School is going to speak on Prayer is not for...",1,2
"A Better Chicago is excited to announce new investments in two outstanding organizations - KIPP Chicago Schools...",1,3
"Next FRIDAY is our GOLF OUTING EVENT! Support us on the EVENTS page of our website:",1,2
"Thank you for participating in Race Judicata 2013 #constantcontact",1,4
"Doesn't this weather just put you in the mood for Fall Weekend?   If you applied, be sure to check your email for your acceptance packet.",0,2
"We are proud to be a Top 100 Finalist in the @Chi_Innovation People's Choice Award! Vote for us to show your support!",1,1
"THIS IS NEXT WEEK! Join us for a wonderful afternoon of golf dinner and great company in the spirit of helping...",1,2
"Our weekender starts tonight, 6-930 at Pratt &amp; Sheridan. Dr. Dennis Magary, from @TEDS, on prayer. Continues tomorrow, 8-11am. Open to all!",0,2
"@VeteranAdvocacy Pls retweet! #Vets &amp; #Mil families: Learn about resources &amp; celebrate familyon Sat 28 Sept in #Chi",1,2
"@911_Veterans Love what u do 2 support vets. If u get Chicagoland calls, pls let them know we do free counseling.",1,3
"RT @ILVetsAffairs: Veterans served our nation. Now it’s our turn to serve them. Show your support for #Veterans in need—connect them... htt…",0,1
"Ladies! The Limited would like to know, what inspires you or a success story you would like to share. Log on and...",1,1
"@MilitaryTimes Pls retweet! #Vets &amp; #Mil families: Learn about resources &amp; celebrate family on Sat 28 Sept in #Chi",1,2
"@McCormick_Fdn We've been working in Austin &amp; Palatine around this. Found most vets don't self identify. We'd love 2 hear others' strategies",0,1
"Wednesday was Enqutatash or Ethiopian New Year! Did you know that it's now 2006 in Ethiopia? #TheMoreYouKnow",0,3
"RT @troyzunigajr: I support #StopChildAbuse Abuse change ur life, fight back &amp; change the life of ur abusers by breaking ur silence on abus…",0,1
"We love receiving these emails! I cannot find a better word than just Thank You.  My visit to your office...",1,4
"Pre-registration deadline 1 WEEK away! Weds 9/18 is last day to take advantage of the price $30 to walk, $40 to run.",1,2
"Remembering...",1,1
"Harun Thuranira,18, from Precious Kithare Working group in his kiosk.Through ZOE,Harun was trained on business...",1,3
"#alwaysremember 9-11 🇺🇸",1,1
"Join Apna Ghar at the Chicago South Asian Film Festival #constantcontact",1,2
"Working to help #vets families on a day we'll #NeverForget  #september11",1,2
"Way to go AIDS RunWalk Team! We have raised $1,500 online! To help us reach our goal of $10,000 make a donation here .",1,1
"Special Thanks to Wet n Wild for their generous donation to our professional women! Give your appearance the...",1,4
"Record-breaking heat predicted in Chicago today — Keep cool and hydrated!",1,3
"RT @ODMP: #officerdown  Trooper Paul Butterfield was shot and killed while making a traffic stop on Cust...  #lawenfo…",1,3
"From 562 nominees to 100! A Better Chicago is proud to be selected as a finalist for the Chicago Innovation...",1,3
"Don't forget to join us for our 4TH ANNUAL GOLF OUTING on SEPTEMBER 20TH! Contact Gerson Platero at...",1,2
"It's Time to Vote! #constantcontact",1,1
"To join us for our 4th ANNUAL GOLF OUTING on Friday, September 20th, contact Gerson at gplatero74@yahoo.com!",1,2
"The Hales Property Management, Inc. hockey team wins the North Ave. Beach tournament in an 8 person overtime...",1,3
"Go Bears! As you head out to celebrate today's win, keep an eye out for a rock star marketing professional that...",1,3
"RT @Be_Juled_: Welcome to the greenhouse! #UrbanFood #Loyola",1,2
"Hey friends- we're grilling out to welcome back college students tomorrow (Sunday, Sept. 8), at 1pm at North Shore...",1,2
"RT @GreenChicago: Great panel on local environmental solutions w/@ilenviro @EduAgriTech &amp; @FamilyFarmed @SustainLoyola/@LoyolaChicago's #Ur…",0,4
"Abandoned by their mother when their father died in 2009, Lizunzo and Sembekeza Phiri 16 and 14 year old brothers...",1,3
"RT @bbclovefootball: We have nine of the 10 teams for the African World Cup play offs Algeria, Ivory Coast, Egypt, Cape Verde, B Faso, Nige…",0,3
"RT @bobdolgan: SNAP is the great multiplier - it supports businesses and people. Angela Odoms Young UIC #urbanfood",0,3
"Love Saturdays! What are you wearing tonight?",1,1
"RT @SustainLoyola: Many thanks to our partners @NatureMuseum &amp; @SoloCordBuenz as well as keynote @bartonseaver &amp; panelists on a successful …",0,4
"@SustainLoyola @NatureMuseum @SoloCordBuenz @bartonseaver Thank you @LoyolaChicago #urbanfood #eatchicago",1,4
"Congratulations to the Ethiopian #Walyas soccer team for beating Central Africa Republic 2-1 in the 2014 World Cup Qualifiers this morning!",0,4
"RT @SeedingChicago: Kate Maehr: There is not a world in which food banks can make up for govt cuts in food program. #urbanfood",0,3
"RT @FamilyFarmed: Tomorrow!! #UrbanFood Symposium lineup - @bartonseaver @EduAgriTech @FamilyFarmed @UrbanPonics @StreetWise_CHI @plantchic…",0,2
"Get all dressed up with somewhere to go!  #soiree",1,2
"Race Judicata 2013 - Important Team Information #constantcontact",1,2
"Less than one week until Race Judicata 2013 #constantcontact",1,2
"Faith Karemu's smile say it all. Through ZOE, she learned to farm and has used her family's land in Kenya to grow...",1,3
"Love someone difficult today.",0,1
"Fall Classes Begin Saturday-New Trampoline Class Being Offered #constantcontact",1,2
"RT @onramps: Venture philanthropy fund @_ABetterChicago is looking for someone to lead marketing &amp; branding!",1,1
"Check out some rooftop bars before the summer ends...",1,3
"Attention! We are in great need of size 10 shoes. Please contact us if you are willing to part with your lovelies...",1,1
"What are you doing on September 20? #constantcontact",1,2
"Thank you to #runnersedge for sponsoring our race this year! We are blessed by our supporters",0,4
"Worrying about child birth?  Addressing your fears, researching your birthing options and building a support...",1,3
"Do you get a hug a day at your job? We do! Thank you ladies for giving us a reason to smile each day on the job....",1,4
"Daily repentance God 4give me if I thought wrong spoke wrong looked wrong or did anything that is unseemly n your sight #howtostaydelievered",0,1
"Local college students: we've got a cookout for you this Sunday, Sept. 8, 1pm at North Shore Beach. Free, come as you are!",0,2
"I posted a new photo to Facebook",1,3
"I posted a new photo to Facebook",1,3
"Hales Property Management - Summer 2013 Newsletter #constantcontact",1,3
"RT @First_Focus: Census: Households With Children with an Unemployed Parent Increased 33% from 2005 to 2011 | The Weekly Standard ��",1,3
"Thanks to The Limited, our ladies received superstar treatment at yesterday photo shoot! We can't wait for the big...",1,4
"You should like this amazing organization! =)",1,2
"Have you liked our FB page yet? Click the LIKE button now at ",1,1
"CENTRO ROMERO HAS 999 LIKES! Lets make a great start to everyone's weekend and help Centro Romero MAKE IT TO...",1,1
